nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecompositiongodClass,spaghettiCode,isFlaky,functionalDecomposition,godClass
activiti_b11f757a,org.activiti.spring.security.policies.SecurityPoliciesProcessInstanceRestrictionApplierTest.restrictToKeysAddFilterOnGivenKeys,5.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,44.0,3.0,0.0,5.0,6.0,13.0,10.0,48.0,23.0,89.0376232508815,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.security.policies.SecurityPoliciesProcessInstanceRestrictionApplierTest.denyAllShouldAddUnmatchableFilter,5.0,1.0,0.2,1.0,0.0,1,0.0,0,0.0,0.0,0.0,44.0,3.0,0.0,5.0,6.0,13.0,10.0,48.0,23.0,89.0376232508815,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.security.policies.SecurityPoliciesProcessDefinitionRestrictionApplierTest.restrictToKeysAddFilterOnGivenKeys,5.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,44.0,3.0,0.0,5.0,6.0,13.0,10.0,48.0,23.0,89.0376232508815,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.security.policies.SecurityPoliciesProcessDefinitionRestrictionApplierTest.denyAllShouldAddUnmatchableFilter,5.0,1.0,0.2,1.0,0.0,1,0.0,0,0.0,0.0,0.0,44.0,3.0,0.0,5.0,6.0,13.0,10.0,48.0,23.0,89.0376232508815,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest.testHandlesMode,5.0,1.0,0.4,2.0,0.0,0,0.0,0,0.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,123.0,68.0,327.2285361653244,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest.testDeployResources,13.0,2.0,0.0,0.0,0.0,1,0.0,0,9.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,123.0,68.0,327.2285361653244,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest.testDeployResourcesNoResources,11.0,2.0,0.0,0.0,0.0,1,0.0,0,7.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,123.0,68.0,327.2285361653244,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest.testDetermineResourceNameWithExceptionFailsGracefully,6.0,2.0,0.0,0.0,2.0,1,0.0,0,0.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,123.0,68.0,327.2285361653244,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest.testHandlesMode,5.0,1.0,0.4,2.0,0.0,0,0.0,0,0.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,118.0,58.0,276.6997082190086,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest.testDeployResources,17.0,2.0,0.0,0.0,0.0,1,0.0,0,13.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,118.0,58.0,276.6997082190086,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest.testDeployResourcesNoResources,11.0,2.0,0.0,0.0,0.0,1,0.0,0,7.0,0.0,0.0,55.0,1.0,0.0,3.0,4.0,8.0,6.0,118.0,58.0,276.6997082190086,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testHandlesMode,5.0,1.0,0.4,2.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResources_Separate,13.0,2.0,0.0,0.0,6.0,1,0.0,0,7.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResources_Joined,12.0,2.0,0.0,0.0,5.0,1,0.0,0,6.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResources_AllInOne,18.0,2.0,0.0,0.0,11.0,1,0.0,0,9.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResources_Mixed,15.0,2.0,0.0,0.0,8.0,1,0.0,0,8.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResources_NoParent,17.0,2.0,0.0,0.0,5.0,1,0.0,0,9.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResourcesNoResources,11.0,2.0,0.0,0.0,0.0,1,0.0,0,7.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest.testDeployResourcesIOExceptionWhenCreatingMapFallsBackToResourceName,11.0,3.0,0.0,0.0,2.0,1,0.0,0,5.0,0.0,0.0,104.0,15.0,5.0,9.0,19.0,30.0,24.0,387.0,124.0,738.844661935693,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest.testDelegateExpression,5.0,1.0,0.2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest.testAsyncDelegateExpression,8.0,2.0,0.25,1.0,0.0,0,0.0,0,0.0,1.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest.testMethodExpressionOnSpringBean,4.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest.testAsyncMethodExpressionOnSpringBean,6.0,1.0,0.1666666666666666,1.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,1,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest.testExecutionAndTaskListenerDelegationExpression,7.0,1.0,0.4285714285714285,0.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.fieldinjection.ListenerFieldInjectionTest.testDelegateExpressionListenerFieldInjection,23.0,1.0,0.391304347826087,6.0,0.0,0,0.0,0,0.0,0.0,0.0,104.0,105.0,0.0,3.0,19.0,15.0,0.0,267.0,69.0,385.5201574296172,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest.testHappyJobExecutorPath,7.0,2.0,0.1428571428571428,2.0,0.0,0,0.0,0,0.0,0.0,0.0,89.0,6.0,4.0,6.0,12.0,10.0,2.0,273.0,115.0,645.0892564462704,0,0,,0.0,1,0.0,0.0
activiti_b11f757a,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest.testRollbackJobExecutorPath,7.0,2.0,0.1428571428571428,2.0,0.0,0,0.0,0,0.0,0.0,0.0,89.0,6.0,4.0,6.0,12.0,10.0,2.0,273.0,115.0,645.0892564462704,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.aCreateStandaloneTaskWithNoCandidates,8.0,1.0,0.25,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.bCheckThatTaskIsNotVisibleForNonCandidateUsers,4.0,1.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.cCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.aCreateStandaloneTaskAndComplete,11.0,1.0,0.2727272727272727,4.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.bCreateStandaloneTask,10.0,1.0,0.2,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.ctryCompletingWithUnauthorizedUser,3.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.dCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.aCreateStandaloneTaskForGroup,10.0,1.0,0.2,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.bClaimAndRelease,9.0,1.0,0.3333333333333333,4.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.cCreateStandaloneTaskReleaseUnAuthorized,7.0,3.0,0.2857142857142857,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.dCreateStandaloneTaskAndClaimAndReleaseUnAuthorized,6.0,1.0,0.1666666666666666,2.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.eCreateStandaloneTaskAndClaimAndReleaseUnAuthorized,6.0,1.0,0.1666666666666666,2.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.fCreateStandaloneTaskAndClaimAndReleaseUnAuthorized,3.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.gCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.aCreateStandaloneTaskAndDelete,11.0,1.0,0.2727272727272727,4.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.cCreateStandaloneGroupTaskClaimAndDeleteFail,9.0,1.0,0.2222222222222222,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.dClaimTaskCreatedForGroup,6.0,1.0,0.1666666666666666,2.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.eClaimTaskCreatedForGroup,3.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.fCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.aCreateStandaloneTaskForAnotherAssignee,8.0,2.0,0.25,2.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.bCreateCheckTaskCreatedForSalaboyFromAnotherUser,13.0,1.0,0.3846153846153846,6.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.cCreateStandaloneTaskForGroupAndClaim,12.0,1.0,0.3333333333333333,5.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.dCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeStandaloneTaskTest.aCreateStandaloneTaskForSalaboy,15.0,1.0,0.4,7.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeStandaloneTaskTest.bCreateStandaloneTaskForGroup,16.0,1.0,0.4375,8.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeStandaloneTaskTest.cCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.aCreateStandaloneTaskForGroup,9.0,1.0,0.2222222222222222,3.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.bClaimNotFoundBecauseYouAreNotACandidate,3.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.cCleanUpWithAdmin,6.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.validation.validator.impl.ServiceTaskValidatorTest.executeValidationShouldRiseErrorsForEmptyServiceTask,10.0,1.0,0.2,1.0,0.0,1,0.0,0,0.0,0.0,0.0,107.0,10.0,0.0,10.0,18.0,39.0,34.0,519.0,112.0,700.2132349145795,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.validation.validator.impl.ServiceTaskValidatorTest.executeValidationShouldNotRiseErrorsForServiceTasksSettingOnlyTheImplementation,10.0,1.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,107.0,10.0,0.0,10.0,18.0,39.0,34.0,519.0,112.0,700.2132349145795,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.shouldNotExceedNumber,9.0,2.0,0.1111111111111111,2.0,0.0,1,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.shouldNotExceedNumberPeriods,9.0,2.0,0.1111111111111111,0.0,0.0,1,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.shouldNotExceedNumberNegative,9.0,2.0,0.1111111111111111,0.0,0.0,1,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingFall,8.0,2.0,0.125,0.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingFallFirstHour,7.0,2.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingFallSecondHour,7.0,2.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingFallObservedFirstHour,7.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingFallObservedSecondHour,7.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingSpring,6.0,2.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSavingSpringObserved,7.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
activiti_b11f757a,org.activiti.standalone.calendar.DurationHelperTest.daylightSaving25HourDay,6.0,2.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,219.0,58.0,1.0,15.0,45.0,69.0,53.0,785.0,185.0,1233.1514877897455,0,0,,0.0,0,0.0,0.0
