Project URL;SHA Detected;Fully-Qualified Test Name (packageName.ClassName.methodName)
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestSelectCount.testDynamicSelectAllByNull
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestSelectCount.testDynamicSelectCount
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestSelectOne.testDynamicSelect
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestSelectOne.testDynamicSelectAll
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestSelectOne.testDynamicSelectAllByNull
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestUpdateByPrimaryKey.testDynamicUpdateByPrimaryKey
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestUpdateByPrimaryKey.testDynamicUpdateByPrimaryKeyNotFoundKeyProperties
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestUpdateByPrimaryKey.testUpdateByPrimaryKeyAndVersion
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestUpdateByPrimaryKeySelective.testDynamicUpdateByPrimaryKeySelective
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.country.TestUpdateByPrimaryKeySelective.testDynamicUpdateByPrimaryKeySelectiveNotFoundKeyProperties
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestDeleteByExample.testDeleteByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestDeleteByExample.testDeleteByExample2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestDeleteByExample.testDeleteByExample3
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testBetween
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testDistinct
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testEqualTo
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testExampleBuilder
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testForUpdate
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testIn
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testMultiWhereCompound
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testOrderBy
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testWhereCompound0
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testWhereCompound1
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestExampleBuilder.testWhereOrWhereCompound
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testAndExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testAndOr
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testExcludeColumnsByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testOrderBy
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExample2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExample3
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExample4
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExampleForUpdate
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExampleInNotIn
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectByExampleInNotIn2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectByExample.testSelectPropertisCheckCorrect
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectCountByExample.testSelectCountByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectCountByExample.testSelectCountByExample2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectCountByExample.testSelectCountByExample3
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectCountByExample.testSelectCountByExampleForUpdate
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectOneByExample.testSelectByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestSelectOneByExample.testSelectOneByExampleException
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestUpdateByExample.testUpdateByExample
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestUpdateByExample.testUpdateByExample2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestUpdateByExampleSelective.testUpdateByExampleSelective
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestUpdateByExampleSelective.testUpdateByExampleSelective2
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.example.TestUpdateByExampleSelective.testUpdateByExampleSelective3
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.ids.TestIds.testDeleteByIds
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.ids.TestIds.testSelectByIds
https://github.com/abel533/Mapper;3c0b3307011fad53f811e08d05147d94fc6c0d67;tk.mybatis.mapper.test.rowbounds.TestSelectRowBounds.testSelectByExample
https://github.com/Accenture/mercury;6b744cdbb2206feca62848df92b3bf542f890be5;org.platformlambda.automation.tests.WebSocketTests.userChannelTest
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.engine.test.bpmn.async.AsyncTaskTest.testAsyncEndEvent
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.engine.test.bpmn.event.error.ErrorEventSubProcessTest.testErrorCodeTakesPrecedence
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.engine.test.bpmn.gateway.EventBasedGatewayTest.testCatchTimerCancelsSignal
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.engine.test.cfg.RetryInterceptorTest.testRetryInterceptor
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.aCreateStandaloneTaskForGroup
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.bClaimAndRelease
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.eCreateStandaloneTaskAndClaimAndReleaseUnAuthorized
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeClaimReleaseTest.fCreateStandaloneTaskAndClaimAndReleaseUnAuthorized
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.aCreateStandaloneTaskAndComplete
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.bCreateStandaloneTask
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest.ctryCompletingWithUnauthorizedUser
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.aCreateStandaloneTaskAndDelete
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.cCreateStandaloneGroupTaskClaimAndDeleteFail
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.dClaimTaskCreatedForGroup
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest.eClaimTaskCreatedForGroup
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeStandaloneTaskTest.aCreateStandaloneTaskForSalaboy
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeStandaloneTaskTest.bCreateStandaloneTaskForGroup
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.aCreateStandaloneTaskForAnotherAssignee
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.bCreateCheckTaskCreatedForSalaboyFromAnotherUser
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.cCreateStandaloneTaskForGroupAndClaim
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.aCreateStandaloneTaskWithNoCandidates
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.bCheckThatTaskIsNotVisibleForNonCandidateUsers
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.aCreateStandaloneTaskForGroup
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.bClaimNotFoundBecauseYouAreNotACandidate
https://github.com/Activiti/Activiti;b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4;org.activiti.standalone.validation.DisabledSchemaValidationTest.testDisableValidation
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.link.DefaultPathProcessorTest.testVanityConfig
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.link.DefaultPathProcessorTest.testVanityUrl
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v1.ClientLibrariesImplTest.testGetCategoriesWithInjectedResourceTypesAndInheritance
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v1.contentfragment.ContentFragmentImplTest.structured
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v1.contentfragment.ContentFragmentImplTest.structuredNonExistingVariation
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v1.contentfragment.ContentFragmentImplTest.structuredVariation
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v2.PageImplTest.testPage
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v2.PageImplTest.testPageWithDeprecatedCaconfig
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v3.PageImplTest.testPage
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.models.v3.PageImplTest.testPageWithDeprecatedCaconfig
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.servlets.contentfragment.ElementsDataSourceServletTest.testComponentPathStructured
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.servlets.contentfragment.ElementsDataSourceServletTest.testFragmentPathOverride
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.servlets.contentfragment.ElementsDataSourceServletTest.testFragmentPathStructured
https://github.com/adobe/aem-core-wcm-components;5f29cc86b17b6db36cc617805295eb951b6504a1;com.adobe.cq.wcm.core.components.internal.servlets.embed.EmbedUrlProcessorServletTest.testUrlWithRegisteredProvider
https://github.com/adobe/asset-share-commons;ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed;com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServletTest.doPost
https://github.com/adobe/asset-share-commons;ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed;com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName
https://github.com/adobe/asset-share-commons;ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed;com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName_GenerateUniqueZipFileNameEntry
https://github.com/adobe/asset-share-commons;ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed;com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.pack
https://github.com/adobe/captivate-prime-aem-components;87a88b3e9fcd67f22577a5b549e25f8224b4a0c8;com.adobe.prime.core.sightly.models.EmbeddableWidgetModelTest.testWidgetConfigs
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestAchDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestAmazonPayDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestAndroidPayDetails
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestApplePayDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestBacsDirectDebitDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestBillDeskOnlineDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestBilldeskWalletDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestBlikDetailsSerialization
https://github.com/Adyen/adyen-java-api-library;6fb5cd049b57a22d2ec4465d204c15f1c90dd325;com.adyen.CheckoutTest.TestDateSerializers
